source_row,split,sentence1,sentence2,similarity,sentence1_original,sentence1_id,sentence1_token_length,sentence1_tokens_removed,sentence2_original,sentence2_id,sentence2_token_length,sentence2_tokens_removed,baseline_similarity
418,search,"For the analysis of expression at different stages of differentiation, data were obtained for 43 mouse samples in StemBase , originating from 16 studies with Affymetrix MOE430A microarray chips, as used in an Oct4 expression profiling study covering murine ESCs, embryonal carcinoma cell lines, and several early differentiated lineages.","Corixa's stock barely flinched on the news, dipping 12 cents to close at $6.88.",0.69661367,"For the analysis of expression at different stages of differentiation, data were obtained for 43 mouse samples in StemBase , originating from 16 studies with Affymetrix MOE430A microarray chips, as used in an Oct4 expression profiling study covering murine ESCs, embryonal carcinoma cell lines, and several early differentiated lineages.",90b6c89629aa51bc4e9fd51f4a904de92bf7c0a690d6af7c6c7ffb4a5345a5b1,76,0,"Corixa's stock barely flinched on the news, dipping 12 cents to close at $6.88.",ec8135c07ed08ce3585244ba46677c5d3134f8e5c410933a439b0652d416b2fa,28,0,0.69661367
419,validation,"sachin tendulkar says i 'm not god , i 'm sachin",homs offensive kills 200,0.6971337,"sachin tendulkar says i 'm not god , i 'm sachin",cc9bf3fa69895d1856d25205ab4dbb65a2189420707d92c60ca415ac537f011c,26,0,homs offensive kills 200,b548113f93b103915325578bf98ab6e44f1d63365dc53a5cb077c21df1ba08a6,7,0,0.69713384
420,search,"Bangladesh collapse search over; death toll 1,127","kentucky : republican ernie fletcher , a three-term house member , is battling democratic state attorney general ben chandler .",0.6976536,"Bangladesh collapse search over; death toll 1,127",5170a8aad0ab04d7d2b79d1dfb1a4ad9ae1ced3908a91d576ad8a840d09ee5c0,10,0,"kentucky : republican ernie fletcher , a three-term house member , is battling democratic state attorney general ben chandler .",e8d6e120d08fb5079209215f5b9d8aef63edaadbbc78465acb6c906c119521af,40,0,0.6976535
425,search,press releases : yemeni presidential election,"abide by : act in accordance with rules , commands , or wishes .",0.70025337,press releases : yemeni presidential election,f87081e346aad7d80bb94b17fa8a7416841b2e919981541e77f53171e93d0455,11,0,"abide by : act in accordance with rules , commands , or wishes .",6cba4d1e94a613476316d8d57f2c7f8cde69fbd8956a6e44f76e1e69918a8dd3,20,0,0.7002533
427,search,exhaust by allowing to pull on the line .,A man plays a guitar.,0.70129323,exhaust by allowing to pull on the line .,cfe93035133995dc90c2608b2785c0c9fefa83bebf0336441946e6080524b706,11,0,A man plays a guitar.,e6263d846e6f0ad20e5292a7109b2897054dbcc00646052adf34860fc583c22f,7,0,0.70129323
428,search,palestinian prisoners arrive at muqata in ramallah,u.k. prime minister defends decision to seek e.u. vote,0.7018134,palestinian prisoners arrive at muqata in ramallah,05ef0b9bf726b2c4dd346e7eb171f7a0e8606e3dce30acb32384237465b274f2,14,0,u.k. prime minister defends decision to seek e.u. vote,f954c9d8b9e4fb972422e11bf16093bc7a440b8907c9c3d0167fa8d9d865c410,18,0,0.7018135
429,test,a girl is jumping .,the dog plays in the park .,0.702333,a girl is jumping .,c9295234f1b4144810ca766bca3e8358e30f926dd9d4a9926109cecf9bbebf75,7,0,the dog plays in the park .,35944f80b6919d36b8207f6618365f739fbbee5f7dfccfe05426028fd301d53f,8,0,0.702333
430,search,"quotes from leaders , family at mandela memorial","stop for a moment , as if out of uncertainty or caution .",0.70285296,"quotes from leaders , family at mandela memorial",cc3aa7a78b85ac9b89be85b37e14d77ed36b62475e9ddb0bad666063379f7279,11,0,"stop for a moment , as if out of uncertainty or caution .",f70b19b3a9574db712f1344b38658fc6701dbe8a67589039f34a4af9966ada3d,17,0,0.702853
434,search,manila to increase counter-terror team,"the offer is also subject to goldman signing an agreement with drax 's senior banks , senior bond holders and hedging banks by sept . 30 , it said .",0.7049324,manila to increase counter-terror team,d944ba89127d2bdf67e784dcf11941d4309d6dea096465b0eb475567611735f2,10,0,"the offer is also subject to goldman signing an agreement with drax 's senior banks , senior bond holders and hedging banks by sept . 30 , it said .",f47f809e8e704182b792fd2c0d8c508b3a4be89688d1f7d8403feda17a130160,41,0,0.7049322
436,search,this is the primary frame evoked by the cardinal numbers .,a visit to libya by the russian foreign minister was announced .,0.7059728,this is the primary frame evoked by the cardinal numbers .,e7c2aa284261b9ec782e3f819dafa1ea44b38f1125dc48afe23df907a64ae4e2,15,0,a visit to libya by the russian foreign minister was announced .,c2f61848c1d6e26342c1d93f146cbdbdba8d41a13acc1764dde30495430d1256,19,0,0.705973
437,validation,"the act of spending , disbursing funds",the man is writing a letter .,0.70649225,"the act of spending , disbursing funds",0b0a8a6e0a51617fab249ea36e1e6edf6845a6dca3e892adcfab8822a9191d82,11,0,the man is writing a letter .,54ef6da0cc9162c7d444755b444aae7c4cb655ae7cb0a9869b4a0f9a5a6567bb,9,0,0.7064924
438,validation,sony xperia z2 and nokia <unk> äôs x series unveiled,Two teams are competing in a football match,0.70701206,sony xperia z2 and nokia ‚ äôs x series unveiled,409a102882b4b82069b1f360ff23fd8f88649823a76d6220eb8c8c440b22b4a3,24,0,Two teams are competing in a football match,e615f7017dbae0d71db5487360ed097ca35eb087d65427bac766f36384c412e7,9,0,0.70845884
440,search,equatoguineans vote in legislative polls,palestinians build another west bank tent protest,0.7080523,equatoguineans vote in legislative polls,4143451479d43960e67fc8e57844ec2337797b47ffb80c8fd35d058ddac2b4b0,12,0,palestinians build another west bank tent protest,e5c449458c3aacdbcda3a03af4236ede338139ad36a7d86bb5fd02f12ded1815,10,0,0.7080523
441,search,algerian president in france for medical tests,the man is going into the water .,0.7085718,algerian president in france for medical tests,084b6efb1a2b06104c70a6855c4f50e65bce2ab3c9bb84edb212532118b2cd1e,10,0,the man is going into the water .,bb0d69ecca4bff39a169b7b953a385504d671b5dd4ab817695e19791e11af5aa,9,0,0.70857203
442,validation,terminal 1 and terminal 2 are on the same side .,"write as if with print , not in cursive",0.709092,terminal 1 and terminal 2 are on the same side .,2fb54e7d4d79152977925c3fddb3e8968f0a9af990a10a1773aea057aecbe9ea,12,0,"write as if with print , not in cursive",a637b603daebf7a5181dc8f1e1083e06d335d37600b2c7c131f6d9242ff7a151,12,0,0.70909184
447,test,create a new entity by putting components or members together,mother held over daughter 's death a mother has been remanded in custody charged with murder after her eight-year-old daughter was found dead in a block of flats .,0.7116917,create a new entity by putting components or members together,1c9c40fdb92641c83190b59d47125205d5d9df5f10865b8b259e8ac16dbd4f43,12,0,mother held over daughter 's death a mother has been remanded in custody charged with murder after her eight-year-old daughter was found dead in a block of flats .,f744bec85c98206ff9743d120ecdda95e17683fbdd42c2cced00496ea4dd896a,43,0,0.71169174
448,search,A man is getting into a car,u.k. prime minister defends decision to seek e.u. vote,0.71221167,A man is getting into a car,0388ebac91f655e458fafff6a4974ecae2399362df179b9b5b2fcce8dba52220,8,0,u.k. prime minister defends decision to seek e.u. vote,f954c9d8b9e4fb972422e11bf16093bc7a440b8907c9c3d0167fa8d9d865c410,18,0,0.7122117
453,validation,2 traffic accidents leave 47 dead in china,egyptian election result delayed,0.7148115,2 traffic accidents leave 47 dead in china,d7c7de5993b608159b4fcc5ab060154a8b6fa44af6ea0e0da4a978c49b77300c,8,0,egyptian election result delayed,d40167a52355c0b015f8d2f0da21647db8d7e8f021822329ee46cedb07dd372d,9,0,0.7148117
457,search,The boy isn't playing the piano happily,a man is playing a harp .,0.7168912,The boy isn't playing the piano happily,2ef82234a69806b5d40f7a1808cb0c28a287d6b0a97e66077f3a1cd23c4e5160,10,0,a man is playing a harp .,9aed4985bd8a633aded948781747804fb9d8d1dd44b1d13c2ce26a33799dfe64,12,0,0.7168913
459,search,syria envoy calls for national unity government,Two kids are looking up at the camera and one is sticking out his tongue,0.7179308,syria envoy calls for national unity government,07d32f20d2386930b1d8c3fccabaf093094f22edc55c45c32495bea5967ccb6b,14,0,Two kids are looking up at the camera and one is sticking out his tongue,5a43174c33fadee2eb47f7808821e5b040ad1f809f84d1ae9978973035e1d474,15,0,0.717931
465,search,"one man had brandished an english-turkish dictionary and pointed to the word "" refugee "" .",a man is applying butter to bread .,0.7210504,"one man had brandished an english-turkish dictionary and pointed to the word "" refugee "" .",79ff7582e93587c6b52d31895d04ecf313c9ce6e79be59e5047df3047aa0671d,23,0,a man is applying butter to bread .,20cac860c1eca2449a8731dea6cb3daf920dcd8c51cf5f08821a26c6d36f5169,10,0,0.7210506
466,search,obama calls for international front against is,assange appeals extradition to uk 's top court,0.72157,obama calls for international front against is,c5702562f18211af545609673ba1a06c5768dc32470c41991024443c24bb81a5,11,0,assange appeals extradition to uk 's top court,d322eee6e650fa57c3100141a9810ab2a8690bc161e53059e50dc37025b2e01d,15,0,0.72157
468,validation,iran has noticeably increased the number of executions in recent months as officials enforce a campaign aimed at promoting virtue and boosting security in,he also reaffirmed his wish to resolve the north korean nuclear crisis peacefully .,0.7226104,iran has noticeably increased the number of executions in recent months as officials enforce a campaign aimed at promoting virtue and boosting security in,a818a6c0e12608fb1d051f45e442e74338f245d832d48c55c552fde48b626021,32,0,he also reaffirmed his wish to resolve the north korean nuclear crisis peacefully .,096c8e665b4264c552edb1b9a1efe3322b7a14055bf47e8f5e41188d78a77849,22,0,0.72261065
471,search,a passenger jet flies through the air .,( cause to ) move gently back and forth,0.7241707,a passenger jet flies through the air .,d562ae82165d4923b09c3038a0d45d78aca2eb9637027f18ea8963e67f57ae2d,12,0,( cause to ) move gently back and forth,66a98674a7951860264a2dafdd7a4789d264408ffaac71f654dd88940928a690,10,0,0.7241707
474,search,"under the u.s. constitution , the other chamber of congress , the house of representatives , does not vote on foreign alliances .",There is no brown dog standing in the water,0.72573,"under the u.s. constitution , the other chamber of congress , the house of representatives , does not vote on foreign alliances .",79a605a3e478890d476db29f022652dd9868a68e50795819e050de14f5fe17ff,32,0,There is no brown dog standing in the water,322d6641e41976d436a4ca6f4902a73a1f736bf9042da8f47214b4029e070b2c,9,0,0.72572994
476,search,"over 50 , and under no illusions over 50 ? invent yourself everyday !",clinton : we can make a difference,0.7267699,"over 50 , and under no illusions over 50 ? invent yourself everyday !",b1b30f52c861fb1b11a80304feed791c675284cac064bcc0b215779e3b451fff,19,0,clinton : we can make a difference,9e98edcff5d4d6daf0977f36cb6ae7f5b950377c87a472cf86741fb3f60a68bd,11,0,0.7267698
479,test,The train heads down the tracks and along the hedge.,cause to move with a flick or as if with a flick,0.72832954,The train heads down the tracks and along the hedge.,f57d872cf0847220442a3c960da159bca986a2ab7210b3afa28b3dc561b77389,11,0,cause to move with a flick or as if with a flick,a2efb3f418157580966ed3f51441631f42e6129e1dc849e3886f492864701513,15,0,0.72832966
481,validation,""" tony 's not feeling well , "" spurs coach gregg popovich said .",Obama Struggles to Soothe Saudi Fears As Iran Talks Resume,0.7293693,""" tony 's not feeling well , "" spurs coach gregg popovich said .",6f64a3dff3158b0d2fcea184c0c77856a7a3294a088319f8d97d70be51dbd894,25,0,Obama Struggles to Soothe Saudi Fears As Iran Talks Resume,e9863800c87eb298cab20106fcd236e575ee10b3f9f912a1ab728419387bd2a2,16,0,0.7293693
486,search,bulb b and c are on a closed path to the battery,reach or come to rest .,0.7319691,bulb b and c are on a closed path to the battery,601e93ab31aec3b6cc3da07b623c5316776cc8c39d34507fbaced9aba1c018bb,15,0,reach or come to rest .,accaf6b950f9ef2d27362f4015b67c5d9e4d4e3d56191e7d533378ff300af668,7,0,0.7319689
487,validation,""" at first blush , it doesn 't look like any rules were broken , "" said gen. richard myers , chairman of the joint chiefs of staff .",deadline passes with no new iran sanctions,0.73248875,""" at first blush , it doesn 't look like any rules were broken , "" said gen. richard myers , chairman of the joint chiefs of staff .",b2dbeafb1858e7279b667b3acd87cab9c554a4d419b4a11166a81f38dfbac294,40,0,deadline passes with no new iran sanctions,ab90f78daf2b85cced54f229421218995617f513074092fb365fe72d3146054b,9,0,0.7324884
492,test,"one killed , 40 injured in mexico candy factory blast",notre dame linebacker victim of a catfish type hoax ?,0.7350887,"one killed , 40 injured in mexico candy factory blast",62a2b009e9aeb8905962e4c2081f90b473c444b0b91dd0f3b13a0f2b0f79a1b5,13,0,notre dame linebacker victim of a catfish type hoax ?,883b46eb93d69a0c474bf2e09df660f6437402a4cae31163704614b4eda7876d,18,0,0.73508865
498,search,"Now that the 2020s are officially upon us, it's only natural to wonder what the next decade of PC gaming will bring. Better graphics and faster hardware are a given, but considering how blindsided we were by some of the past decade's biggest, weirdest surprises —like loot boxes, Steam Early Access, and battle royales—it's also a safe bet that 2020 will have some strange surprises of its own. So everyone at PC Gamer is dusting off their crystal balls to try and predict some of the biggest stories and trends that will happen over the next 10 years. Riot becomes the new Blizzard Robin: Blizzard’s fortunes have seemed increasingly shaky over the last couple of years. Just when you thought the most unpopular thing they’d do in the decade was announce a mobile game, they decided to spark an international incident. Stories from inside the studio are troubling, too, with reports implying that the company culture may have been","if you want to buy $ billion in xyz inc. common stock , who cares ?",0.73820853,"Now that the 2020s are officially upon us, it's only natural to wonder what the next decade of PC gaming will bring. Better graphics and faster hardware are a given, but considering how blindsided we were by some of the past decade's biggest, weirdest surprises —like loot boxes, Steam Early Access, and battle royales—it's also a safe bet that 2020 will have some strange surprises of its own. So everyone at PC Gamer is dusting off their crystal balls to try and predict some of the biggest stories and trends that will happen over the next 10 years. Riot becomes the new Blizzard Robin: Blizzard’s fortunes have seemed increasingly shaky over the last couple of years. Just when you thought the most unpopular thing they’d do in the decade was announce a mobile game, they decided to spark an international incident. Stories from inside the studio are troubling, too, with reports implying that the company culture may have been changing for the worse for years. Meanwhile, Riot’s made its play, announcing a billion games and an entire multi-media empire in one press conference. I don’t think all its gambles will pay off, but I could easily see its star being more ascendant than ever over the next ten years, while Blizzard’s increasingly dwindles. Fraser: Riot’s had even more issues that Blizzard, and while it’s designing several games that will inevitably compete with Blizzard’s, I don’t think it’s ever going to reach the same heights. It’s arguably been squandered, but Blizzard’s long legacy is part of the reason that, even now, it’s beloved by a legion of fans, whereas Riot has one game that’s infamous for its toxic community. I’m not sure how Blizzard is going to come out of the next decade and I wouldn’t be surprised if its popularity did dwindle, but I’m don’t think anything will replace it. Steven: Sorry, Fraser. I'm with Robin on this one. That one game you mentioned also happens to be the world's most popular with a daily player count that probably beats every Blizzard game combined. Toxic community notwithstanding, I think Riot's aggressive expansion is similar to Marvel's Cinematic Universe and has all the potential to be just as popular. (Image credit: Electronic Arts) BioWare fades away James: Dragon Age 4 sounds nice, but it can't land too short of Modern Classic if BioWare wants to bring back its former reputation as one of the better big-budget storytellers in games. With so many new vacancies left by longtime employees and the constant shuffling around of those who remain, my faith in BioWare's delivery is at an all time low. To be clear, I'm not hopeless, I'm just... not optimistic. Steven: I agree. I think this tail-end of the 2010s has shown that nothing gold can stay and sometimes beloved studios lose their way. With BioWare, I'm increasingly worried that they're no longer the studio I fell in love with 20 years ago. There's too much riding on Dragon Age 4, and that makes me worried that if BioWare cracks under the pressure again it'll be another Anthem-like disaster. VR finally breaks through Tyler: VR won't replace screens—that'd mean the death of popular genres, and be totally inaccessible for some—but by 2030 it will be much more popular. All-in-one headsets with built-in tracking will accurately detect the movements of our feet, hands, and joints, as well as our facial expressions, making our Sonic meme avatars extremely lifelike. James: I'm not convinced. I mean, I think it will be more affordable and accessible, but I think the inconveniences will quickly outweigh the novelty. Wearing a big headset, closing yourself off to your surroundings, holding a bright magnified image inches from your eyes—the effect is astounding, for a while at least. And then it's exhausting. And then normal. The adoption rate will swell and deflate with every incremental update or 'killer app' until the promise of a virtual world isn't all that exciting anymore. Half-Life: Alyx will be great, though. Chris: Maybe, but I think it's still going to give a lot of people motion sickness, which is something that might get even worse as the fidelity of VR gets better. That means a lot of people will still be slowly teleporting around inside games rather than using normal locomotion because it just messes with our brains and bodies in ways that no amount of technology can solve. Motion sickness is going to continue to keep VR a niche interest and a cool novelty rather than a breakout phenomenon. (Image credit: Mundfish) Ray tracing and 4K become the new standard Tyler: At the start of the '10s, people were complaining about not being able to read text on their SD TVs. In the decade that followed, 1080p became normal, and then 4K TVs became normal. Still, true 4K gaming (as in, no upscaling) is considered high-end today. This is a boring, conservative prediction, but I'm going to say that'll happen again: 4K fully replaces 1080p and 1440p sometime in the '20s, and by the end of the decade, 8K and up are the high-end choices. James: I'm too dumb to nod my head at the ray-tracing bit, but I'm fairly certain 4K will be the new 1080p. Just 10 years ago, the most popular resolution was 1280x800 . We're on pace to make 4K the norm. But what then? 4K is enough, right? What then? PC hardware advances will slow way down Jarred: I'm going to piggyback off Tyler here, but focus on processors and manufacturing technologies. The fun prediction would be to assume Moore's Law is alive and well and computers continue to progress in leaps and bounds. The reality: we're hitting a wall. Actually, we've been hitting walls for the past decade, but each new wall becomes taller and thicker. Ten years ago, a state-of-the-art CPU was manufactured on 45nm tech, and GPUs were on 55nm. We've gone through three or four transitions since then (32nm, 22nm, 14nm, and kind of 10nm for Intel; 40nm, 28nm, 16/12nm, and 7nm for TSMC). Ten years from now, I expect three transitions at most (eg, 5nm, 4nm, and 3nm), but the real improvements from each process shrink will become less noticeable. A Core i9-9900K or Ryzen 9 3900X will still be doing okay, but your graphics card will have been upgraded several times, because 4K 144Hz gaming isn't happening on today's GPUs. James: The time for smellovision is nigh. (Image credit: PUBG Corp) The most popular game is from a genre we've never heard of Tyler: Battle royale games didn't exist in 2010. Neither did autobattlers like Dota Auto Chess. Roguelikes were just starting to make a comeback as 'roguelites'. No one was using 'walking simulator' as a term of endearment or criticism. No one was searching for the term 'soulslike' until 2015. There were no 'strand games' that I can recall, because it's something Hideo Kojima made up. Only time will tell if he's on to something. James: Like, what's going to be so new that Fortnite kids think it's too obtuse or naive to get into? I couldn't have predicted Fortnite, but I'm thinking whatever comes next will come from the increased scale and level of simulation new technologies will allow. Better graphics aren't the thing, I'm thinking about how the novelty of 100 people shooting each other on an island was enough to birth BR. Layer in way more and much deeper systems, be it weather, physics, building, lighting—whatever really—and the new ideas will spill out of the dev scene and onto the internet. That's my aspirational take. It'll actually be something that emerges from dumb luck. We won't buy PC games anymore Harry: Ok, hear me out. I'm not saying we're all just going to up and put down our mouse and keyboards en masse, but by the end of 2030, individually buying games to keep will just seem weird. Services like Xbox Game Pass for PC will be joined by others looking for a lucrative slice of the subscription-service pie, and become ubiquitous. Just like Netflix, Amazon Prime, and Hulu did for the small screen, we'll be juggling various Game Pass-like products and never really own anything. Because we're millennials and don't deserve to. Rachel: I don't think we'll buy PC games anymore because I feel a majority of games will choose to take the free-to-play route. Many of the biggest games right now are free-to-play and I reckon this style of business model will be an overwhelming majority in 2030. Fortnite's micropayments model has overwhelmingly proven that it's a viable route for gaming companies. Instead of buying games, the focus will turn more to buying in-game virtual goods and premium features. (Image credit: Bay 12 Games) Dwarf Fortress simulates meta consciousness, dwarves realize they're inside the simulation Dwarf Fortress creator Tarn Adams has said he wants to simulate all the ""narratively interesting"" aspects of existence, and I'm betting that means we'll 100 percent have a Dwarf Fortress Truman Show moment sometime in the next decade. Dwarves already have complex mental and emotional states, so it's not a leap to imagine them becoming self-aware enough to realize they're fictional beings inside a massive simulation. The question is, what will the do when they find out? Loot boxes will be a thing of the past Robin: Though some of their stealthier forms might survive—‘card packs’, for example—I think your run-of-the-mill loot boxes aren’t long for this world. There’s just too much scrutiny on them these days. If government regulation doesn’t kill them, publisher skittishness will, and they’ll end up banished to the same graveyard online passes got chucked in. The catch? I think they’ll be replaced by something even more insidious. James: Loot boxes will just get supplanted by data collection psyops. Destiny 2 is almost already there, a collection of feedback systems on a micro and macro level, from the recoil after pulling the trigger and the gas escaping from where the Cabal's head used to be to the little sound and animation that plays when turning in a bounty. Service based games are endless fonts of granular information, so the structures to tune player experiences to the individual will likely take shape. Attention will become a higher priority than how microtransactions are presented. We might see them disappear completely. (Image credit: Bethesda) Bethesda will stop making singleplayer games altogether Chris: Bethesda will release Starfield and The Elder Scrolls 6 at some point in the next decade, but after that? I wouldn't be completely surprised if we never saw another traditional singleplayer RPG developed by the studio. I don't much care for Fallout 76, and I'm not alone. But there must be tons of people still playing it because it keeps chugging along, and even the resoundingly unpopular Fallout 1st subscription has plenty members—pop into a session and you're bound to come across a few. I expect Bethesda will get better at making online games this coming decade, and if they do the focus will drift away from singleplayer RPGS entirely.",fd127e6d6094e6c9ce064a90241c53fc5b0469eb395e253290a92673a22b7cbc,2762,2547,"if you want to buy $ billion in xyz inc. common stock , who cares ?",ff3638b3a523e1401345b3fd5bfc0483c23fc50ea3e33853e18890dd0def6c51,25,0,0.73508984
501,test,turn the paddle ; in canoeing .,"treat , process , heat , melt , or refine in a reverberatory furnace .",0.7397677,turn the paddle ; in canoeing .,6fe433b01e7d9acd1b228e1f4a33c1559114cc2f160ec6a77f41e1f6a79c546b,12,0,"treat , process , heat , melt , or refine in a reverberatory furnace .",e0bdbae830a3e4d20991171e6bd411b52e62e4297115c526588008e8d59ff010,25,0,0.7397678
502,search,Two women are dancing and singing in front of many people,two people are walking through some water .,0.7402882,Two women are dancing and singing in front of many people,fb0ccbf027f1c3ead9bc30a9334fff5dda99758440104912caf747cc9e4e2e6f,11,0,two people are walking through some water .,640b92a028555b305828c1fd39c8cc37cf768859005d7ee84abbd5dde41e330b,9,0,0.740288
503,validation,"Chanceller Rishi Sunak has announced a £9 billion package of support to give self-employed people up to £2,500 a month to help them cope with the effects of coronavirus. The Chancellor tonight said the scheme, which will be open for at least three months, will cover 80 per cent of a self-employed person's average monthly profits. But it may not be available until June and will only be available to those who have a tax return for 2019, meaning the newly self-employed will be ineligible. And Mr Sunak warned that the self-employed could face tax hikes in the future as part of the effort to ""right the ship"" and repair the battered public finances after the coronavirus crisis is over. Details of the scheme came as the Department of Health announced a total of 578 people who have tested positive for coronavirus in the UK have died as of 5pm on March 25. Some 11,658 people have tested positive in the UK as of",the best thing you can do is to know your stuff .,0.7408086,"Chanceller Rishi Sunak has announced a £9 billion package of support to give self-employed people up to £2,500 a month to help them cope with the effects of coronavirus. The Chancellor tonight said the scheme, which will be open for at least three months, will cover 80 per cent of a self-employed person's average monthly profits. But it may not be available until June and will only be available to those who have a tax return for 2019, meaning the newly self-employed will be ineligible. And Mr Sunak warned that the self-employed could face tax hikes in the future as part of the effort to ""right the ship"" and repair the battered public finances after the coronavirus crisis is over. Details of the scheme came as the Department of Health announced a total of 578 people who have tested positive for coronavirus in the UK have died as of 5pm on March 25. Some 11,658 people have tested positive in the UK as of 9am on March 26. Mr Sunak's scheme will be open to those with a trading profit of less than £50,000 in 2018-19 or an average trading profit of less than £50,000 from 2016-17, 2017-18 and 2018-19. To qualify, more than half of their income in these periods must come from self-employment. Up to 3.8 million people will qualify for support, with average monthly payments expected to be £940 per person. Mr Sunak said the scheme, which will last for at least three months, ""is one of the most generous in the world"". ""It targets support to those who need help most, offering the self-employed the same level of support as those in work."" He said the measure covers 95 per cent of people who receive the majority of their income from self-employment. But in a hint that the self-employed could be asked to pay more to the taxman in future he said it was ""now much harder to justify"" the tax breaks on offer to the self-employed if they were receiving the same level of state support. He said everyone would be ""chipping in together to right the ship afterwards"" once the crisis is over. A number of self-employed workers welcomed the Chancellor's measures but expressed concern about having to wait until June to claim. Louise Barina, a production manager who lives in London, said: ""After having spoken to our landlord, he has outright said no, that we can't get a delay on our rent. ""In terms of the payment coming in June, that's really problematic for us as that's obviously three months of payment where we need to find the money for that."" Meanwhile the Department of Health said revising its reporting approach for coronavirus deaths ""to ensure data can be verified and published in a timely, consistent way"". A statement on Twitter said: ""Figures issued today are recorded as of 5pm on March 24 to 5pm on March 25. ""Going forwards, figures on deaths will be recorded for the 24-hour period as of 5pm the previous day. Figures on tests remain as of the 24-hour period from 9am that day.""",95b1cb9dd6ded80b8260a2061e412c52d7a8d503e6e37ab6ebda9b09ef7604aa,673,458,the best thing you can do is to know your stuff .,ff039a9c2b4b8b4c919f34fc71a36e07fa6221147a7d90a7fb2bac05648cb921,13,0,0.7388313
505,search,Someone is drawing a person,algerian president in france for medical tests,0.7418476,Someone is drawing a person,c34096e0bdca5f90f75c8d14f98ce2ed90749d5d23fd3a2e317bf219db1fd03e,6,0,algerian president in france for medical tests,084b6efb1a2b06104c70a6855c4f50e65bce2ab3c9bb84edb212532118b2cd1e,10,0,0.7418476
506,search,cause animals to move,what makes india vote ? jaipur lit fest debates,0.7423683,cause animals to move,7e9d8b2de7eddf684615550728cc40cd344b4784ccaf454b9dac79173f3e99e4,4,0,what makes india vote ? jaipur lit fest debates,4ad8cef25aed4e2f223e0f70278cfa41ed0e2edab0d9944248ad3d1d14d4c88c,13,0,0.7423681
511,search,idolize / show devotion to,clinton : we can make a difference,0.7449681,idolize / show devotion to,d4d0fb204f045bf8f08a4b5d504498af8e0e8f8fd19cb3e2e3d81afb041f90ca,7,0,clinton : we can make a difference,9e98edcff5d4d6daf0977f36cb6ae7f5b950377c87a472cf86741fb3f60a68bd,11,0,0.74496794
512,search,it is safe to say that body posture plays a big role in all languages .,be fully aware or cognizant of .,0.74548924,it is safe to say that body posture plays a big role in all languages .,421339f41dfc63a5e8c990658169349de1d8dd4d719d35f84b044f72ffd0b6f2,18,0,be fully aware or cognizant of .,5482c2427175712a30b81553dd6d35af6d90586804ecdfa35a840cea706cb6e1,9,0,0.74548936
514,search,"A dog, which is brown, and a black one are running in the grass",A large white animal is jumping up in the snow,0.74652725,"A dog, which is brown, and a black one are running in the grass",c83748828fc5669c2ac9a6e70ebd7f79baecd65ffb82e09a61795f4fbfb34252,17,0,A large white animal is jumping up in the snow,c81e28af871ce8067ee87b3602f0a5e671c10f4df23248f0c729ceb50ba1a604,10,0,0.74652755
515,search,"nicaragua , venezuela offer asylum to snowden",menendez faces possible corruption charges,0.74704707,"nicaragua , venezuela offer asylum to snowden",4da7d5ba84da2d6482b2aeef2b16359e271deca8235e559360eec6ab5b1b5554,17,0,menendez faces possible corruption charges,a09923c4e89ae33f6f84c2c7df4a74829a3f09e2229e7c50337b15b59d392099,7,0,0.7470471
516,search,US government 'on the edge of shutdown',government initiatives to disarm have been ineffective .,0.7475671,US government 'on the edge of shutdown',bc5a9f51131ba12003190c9138f35af17f49afe67359b3d4ffec8bec8be2ea03,10,0,government initiatives to disarm have been ineffective .,20fb833d7680f5f9d8ea92104f178df4e1852a3969be5fa1b4872546f22ac956,11,0,0.74756706
518,test,fire at south korean bus terminal kills 5,"now , blanca 's husband , 63-year-old roger lawrence strunk of tracy , faces a murder indictment issued by the philippine government in february .",0.74860483,fire at south korean bus terminal kills 5,1770d9e3065d4613ca96a0254cf24e452e812d7f3749a097810b19058a4886b2,12,0,"now , blanca 's husband , 63-year-old roger lawrence strunk of tracy , faces a murder indictment issued by the philippine government in february .",ebdfdb34ec09ebb2ea8f00fbf2caa9dffe27d88d8f0b9b6646a0d206e3946739,53,0,0.7486049
520,validation,A man on a motorcycle is not riding on one wheel,A man is eating food.,0.7496468,A man on a motorcycle is not riding on one wheel,29ee1d7747666daee0b360d1ee0e3311762059b4009b5ce38b3e1d43e29409fb,12,0,A man is eating food.,afdf8e9806c7fdf03f0338e1a5baaef2736cc44b0bd28abc1be36b5f04f081d2,6,0,0.7496468
521,search,extend out or project in space .,a state or act of gaining pleasure,0.7501652,extend out or project in space .,5acdc404f4520cf6d6441a592bac31c948772f8c0f46ae2084b70af94d380077,8,0,a state or act of gaining pleasure,ab5aa30fa5aa3a3519642276bed513c0e21b98ce33c6b7335f2b08cd64bbffae,9,0,0.750165
531,search,iran is an islamic republic .,pakistani girl shot by taliban appears on video,0.7553674,iran is an islamic republic .,6bd0c6a5213fefc2eb18af718889771a8022023760b829ac692e45140f3c3fab,11,0,pakistani girl shot by taliban appears on video,678bfebb236ac989a515fd81913803732efe5113b3f064061086c20f008a1023,14,0,0.7553674
